Periodo,FechaNotificacion,UsuarioID,Rol,Actividad,TipoNotificacion,DiasAntes,MinutosAntes,HorasDespues,EstadoNotificacion,RespuestaRecibida,TiempoRespuesta,ExitoEntrega,Efectividad
2022-2,2022-08-21,4887,Docente,Tercera Práctica Calificada,Justificación,1,0,0,Enviada,1,12,Éxito,Baja
2021-1,2021-06-16,7921,Estudiante,Inicio de Ciclo,Recordatorio,2,15,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-04-27,10665,Docente,Cuarta Práctica Calificada,Preparación,5,0,0,Enviada,1,13,Éxito,Alta
2020-2,2020-12-09,4877,Docente,Segunda Práctica Calificada,Justificación,5,0,0,Enviada,1,25,Éxito,Media
2021-2,2021-10-05,1144,Docente,Cierre de Ciclo,Justificación,1,15,0,Enviada,0,0,Éxito,Nula
2023-2,2023-12-23,5527,Estudiante,Examen Final,Recordatorio,5,0,0,Enviada,1,26,Éxito,Alta
2022-2,2022-11-19,11544,Docente,Examen Final,Preparación,3,0,0,Enviada,1,21,Éxito,Media
2020-2,2020-07-31,9325,Docente,Examen Parcial,Preparación,3,0,0,Enviada,1,20,Éxito,Alta
2021-2,2021-10-29,12812,Docente,Cuarta Práctica Calificada,Preparación,5,0,0,Enviada,1,15,Éxito,Media
2021-2,2021-11-07,4483,Estudiante,Cuarta Práctica Calificada,Justificación,1,0,0,Enviada,1,6,Éxito,Baja
2020-2,2020-09-12,74,Docente,Primera Práctica Calificada,Seguimiento,3,0,0,Enviada,1,14,Éxito,Alta
2022-1,2022-06-17,6503,Estudiante,Examen Parcial,Recordatorio,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-04-24,9239,Estudiante,Primera Práctica Calificada,Justificación,5,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-03-10,4380,Docente,Primera Práctica Calificada,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-02-20,11477,Estudiante,Examen Sustitutorio,Recordatorio,2,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-09-27,8775,Estudiante,Examen Sustitutorio,Asistencia,0,0,0,Enviada,1,16,Éxito,Alta
2023-2,2023-09-25,5462,Docente,Segunda Práctica Calificada,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-01-08,3601,Estudiante,Inicio de Ciclo,Asistencia,0,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-09-13,6744,Docente,Examen Sustitutorio,Preparación,1,0,0,Enviada,1,29,Éxito,Media
2021-1,2021-04-10,4834,Docente,Primera Práctica Calificada,Recordatorio,3,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-02-20,4071,Estudiante,Examen Final,Seguimiento,7,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-11-22,12184,Docente,Examen Parcial,Justificación,7,0,0,Enviada,1,22,Éxito,Alta
2023-2,2023-10-15,5086,Estudiante,Segunda Práctica Calificada,Preparación,5,0,0,Enviada,1,10,Éxito,Alta
2020-1,2020-03-20,148,Estudiante,Examen Final,Recordatorio,7,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-01-07,5186,Estudiante,Cierre de Ciclo,Asistencia,1,0,0,Enviada,1,18,Éxito,Media
2023-2,2023-07-21,2920,Estudiante,Inicio de Ciclo,Seguimiento,2,10,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-04-23,10184,Docente,Examen Sustitutorio,Preparación,0,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-06-17,12882,Estudiante,Cuarta Práctica Calificada,Recordatorio,3,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-01-14,554,Docente,Segunda Práctica Calificada,Preparación,3,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-07-22,2376,Docente,Segunda Práctica Calificada,Preparación,5,0,0,Enviada,1,20,Éxito,Media
2022-1,2022-01-02,5879,Docente,Examen Parcial,Preparación,3,0,0,Enviada,1,11,Éxito,Alta
2022-1,2022-03-25,8119,Docente,Primera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,11,Éxito,Baja
2022-1,2022-04-30,10209,Estudiante,Cuarta Práctica Calificada,Asistencia,1,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-06-25,5255,Docente,Examen Final,Asistencia,7,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-05-18,9854,Estudiante,Tercera Práctica Calificada,Justificación,1,0,0,Enviada,1,2,Éxito,Baja
2023-1,2023-04-07,3611,Estudiante,Examen Sustitutorio,Justificación,2,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-03-10,7819,Docente,Cierre de Ciclo,Recordatorio,2,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-01-10,5409,Docente,Examen Parcial,Justificación,3,0,0,Enviada,1,22,Éxito,Baja
2022-2,2022-11-24,12745,Docente,Cierre de Ciclo,Justificación,0,15,0,Enviada,0,0,Éxito,Nula
2020-1,2020-06-21,411,Docente,Inicio de Ciclo,Preparación,2,15,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-02-17,387,Docente,Inicio de Ciclo,Asistencia,1,15,0,Enviada,1,2,Éxito,Media
2021-2,2021-09-23,470,Estudiante,Cierre de Ciclo,Justificación,1,10,0,Enviada,1,30,Éxito,Alta
2020-2,2020-08-02,5176,Estudiante,Examen Parcial,Recordatorio,3,0,0,Enviada,1,4,Éxito,Baja
2022-1,2022-05-25,1192,Estudiante,Segunda Práctica Calificada,Recordatorio,3,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-08-09,2721,Estudiante,Cuarta Práctica Calificada,Seguimiento,1,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-07-23,8484,Estudiante,Examen Parcial,Seguimiento,7,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-12-02,4977,Estudiante,Segunda Práctica Calificada,Seguimiento,1,0,0,Enviada,1,6,Éxito,Baja
2024-1,2024-03-01,8042,Estudiante,Inicio de Ciclo,Seguimiento,2,10,0,Enviada,0,0,Éxito,Nula
2021-2,2021-07-05,11473,Docente,Inicio de Ciclo,Recordatorio,1,0,0,Fallida,0,0,Fallo,Nula
2020-1,2020-06-25,12126,Estudiante,Cierre de Ciclo,Preparación,2,0,0,Enviada,1,11,Éxito,Media
2020-1,2020-04-24,2239,Docente,Tercera Práctica Calificada,Recordatorio,3,0,0,Enviada,1,2,Éxito,Alta
2023-2,2023-08-17,9810,Estudiante,Examen Sustitutorio,Asistencia,2,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-11-05,923,Docente,Cierre de Ciclo,Seguimiento,1,15,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-12-19,12471,Estudiante,Primera Práctica Calificada,Recordatorio,1,0,0,Enviada,1,20,Éxito,Baja
2020-2,2020-09-14,502,Docente,Cierre de Ciclo,Recordatorio,2,10,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-10-18,5197,Docente,Examen Sustitutorio,Seguimiento,2,0,0,Enviada,1,8,Éxito,Baja
2023-1,2023-06-11,9955,Estudiante,Segunda Práctica Calificada,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-01-30,9478,Estudiante,Segunda Práctica Calificada,Justificación,1,0,0,Enviada,1,16,Éxito,Alta
2021-2,2021-09-29,11605,Docente,Primera Práctica Calificada,Asistencia,5,0,0,Fallida,0,0,Fallo,Nula
2022-1,2022-06-27,9865,Estudiante,Tercera Práctica Calificada,Asistencia,1,0,0,Enviada,1,11,Éxito,Baja
2020-2,2020-09-29,10593,Docente,Segunda Práctica Calificada,Seguimiento,1,0,0,Fallida,0,0,Fallo,Nula
2022-2,2022-10-15,10926,Docente,Primera Práctica Calificada,Justificación,5,0,0,Enviada,1,22,Éxito,Alta
2024-1,2024-05-05,2043,Docente,Primera Práctica Calificada,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-06-03,4964,Docente,Examen Final,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-02-23,3176,Estudiante,Primera Práctica Calificada,Asistencia,5,0,0,Enviada,1,23,Éxito,Baja
2022-1,2022-03-23,7067,Estudiante,Primera Práctica Calificada,Preparación,3,0,0,Fallida,0,0,Fallo,Nula
2022-1,2022-01-24,3516,Docente,Examen Parcial,Recordatorio,5,0,0,Enviada,1,26,Éxito,Alta
2023-2,2023-11-21,11277,Estudiante,Primera Práctica Calificada,Asistencia,3,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-02-24,5419,Docente,Examen Sustitutorio,Justificación,2,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-11-02,5911,Docente,Examen Parcial,Preparación,7,0,0,Enviada,1,17,Éxito,Baja
2021-2,2021-07-15,8736,Estudiante,Examen Sustitutorio,Seguimiento,2,0,0,Enviada,1,26,Éxito,Baja
2022-2,2022-11-04,1876,Docente,Inicio de Ciclo,Asistencia,2,15,0,Enviada,1,17,Éxito,Baja
2020-2,2020-07-22,7547,Docente,Cierre de Ciclo,Seguimiento,2,10,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-01-11,5838,Docente,Examen Parcial,Seguimiento,5,0,0,Enviada,1,9,Éxito,Media
2022-1,2022-05-05,9621,Estudiante,Inicio de Ciclo,Seguimiento,2,10,0,Fallida,0,0,Fallo,Nula
2023-1,2023-05-09,7948,Estudiante,Examen Final,Seguimiento,7,0,0,Enviada,1,12,Éxito,Media
2021-2,2021-07-31,8341,Estudiante,Inicio de Ciclo,Asistencia,2,0,0,Enviada,1,24,Éxito,Baja
2023-2,2023-07-07,7980,Estudiante,Examen Sustitutorio,Justificación,2,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-04-17,12274,Estudiante,Cuarta Práctica Calificada,Asistencia,1,0,0,Enviada,1,26,Éxito,Alta
2022-2,2022-12-01,8915,Estudiante,Examen Parcial,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-06-16,7461,Estudiante,Segunda Práctica Calificada,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-05-14,2247,Estudiante,Cierre de Ciclo,Recordatorio,2,0,0,Enviada,1,22,Éxito,Media
2020-1,2020-02-27,1666,Estudiante,Cierre de Ciclo,Justificación,0,15,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-06-09,8382,Docente,Tercera Práctica Calificada,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-07-29,11763,Estudiante,Cuarta Práctica Calificada,Preparación,3,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-02-13,7262,Estudiante,Examen Final,Preparación,7,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-01-04,5850,Estudiante,Inicio de Ciclo,Recordatorio,2,15,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-11-13,5022,Estudiante,Examen Sustitutorio,Justificación,0,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-11-07,7312,Estudiante,Cierre de Ciclo,Recordatorio,1,10,0,Enviada,1,1,Éxito,Baja
2021-1,2021-05-05,10734,Estudiante,Examen Final,Recordatorio,7,0,0,Fallida,0,0,Fallo,Nula
2020-2,2020-11-08,9835,Docente,Inicio de Ciclo,Recordatorio,0,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-08-05,3672,Docente,Primera Práctica Calificada,Justificación,1,0,0,Enviada,1,20,Éxito,Baja
2022-1,2022-02-20,7321,Docente,Segunda Práctica Calificada,Preparación,1,0,0,Enviada,1,19,Éxito,Baja
2020-2,2020-10-25,2812,Estudiante,Examen Sustitutorio,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-04-25,8402,Estudiante,Primera Práctica Calificada,Recordatorio,5,0,0,Enviada,1,4,Éxito,Alta
2021-1,2021-06-24,1187,Docente,Cuarta Práctica Calificada,Recordatorio,3,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-09-05,9076,Estudiante,Examen Parcial,Justificación,7,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-02-27,3531,Estudiante,Examen Parcial,Seguimiento,3,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-04-02,424,Docente,Examen Sustitutorio,Justificación,1,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-12-02,3279,Estudiante,Examen Final,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-09-11,7843,Estudiante,Examen Sustitutorio,Asistencia,0,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-04-01,8111,Docente,Inicio de Ciclo,Recordatorio,1,10,0,Enviada,0,0,Éxito,Nula
2021-1,2021-03-03,555,Estudiante,Examen Final,Seguimiento,7,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-11-22,5846,Estudiante,Inicio de Ciclo,Recordatorio,2,10,0,Enviada,1,4,Éxito,Alta
2021-1,2021-06-27,5792,Docente,Cierre de Ciclo,Preparación,1,10,0,Fallida,0,0,Fallo,Nula
2022-2,2022-08-24,12829,Estudiante,Cuarta Práctica Calificada,Asistencia,3,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-05-20,8993,Docente,Cierre de Ciclo,Recordatorio,1,10,0,Enviada,1,3,Éxito,Media
2023-2,2023-12-04,11192,Estudiante,Examen Parcial,Seguimiento,5,0,0,Enviada,1,19,Éxito,Baja
2020-2,2020-08-02,4815,Docente,Cuarta Práctica Calificada,Preparación,5,0,0,Enviada,1,3,Éxito,Alta
2023-2,2023-07-26,11253,Estudiante,Cierre de Ciclo,Justificación,1,0,0,Enviada,1,3,Éxito,Alta
2023-2,2023-07-23,8454,Docente,Tercera Práctica Calificada,Preparación,3,0,0,Enviada,1,9,Éxito,Baja
2020-2,2020-12-08,5777,Docente,Inicio de Ciclo,Justificación,0,10,1,Fallida,0,0,Fallo,Nula
2024-1,2024-04-03,1212,Estudiante,Examen Parcial,Preparación,7,0,0,Enviada,1,17,Éxito,Baja
2023-1,2023-02-22,8785,Docente,Tercera Práctica Calificada,Recordatorio,3,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-01-29,7232,Estudiante,Examen Final,Justificación,3,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-06-08,10829,Docente,Tercera Práctica Calificada,Recordatorio,5,0,0,Enviada,1,24,Éxito,Baja
2022-2,2022-12-31,2916,Estudiante,Segunda Práctica Calificada,Recordatorio,5,0,0,Enviada,1,3,Éxito,Baja
2023-2,2023-10-09,8861,Docente,Cuarta Práctica Calificada,Preparación,3,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-02-18,7218,Docente,Examen Parcial,Preparación,7,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-02-11,5434,Docente,Examen Final,Recordatorio,3,0,0,Enviada,1,12,Éxito,Media
2022-2,2022-09-24,12267,Estudiante,Cuarta Práctica Calificada,Justificación,5,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-02-01,4058,Estudiante,Cuarta Práctica Calificada,Seguimiento,5,0,0,Enviada,1,20,Éxito,Baja
2021-2,2021-09-17,8968,Docente,Primera Práctica Calificada,Seguimiento,1,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-03-19,12630,Estudiante,Examen Sustitutorio,Asistencia,2,0,0,Enviada,1,4,Éxito,Alta
2022-1,2022-03-24,11789,Docente,Examen Parcial,Recordatorio,7,0,0,Enviada,1,7,Éxito,Baja
2023-2,2023-08-03,7061,Estudiante,Cuarta Práctica Calificada,Preparación,3,0,0,Enviada,1,4,Éxito,Alta
2024-1,2024-04-13,943,Estudiante,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,1,Éxito,Baja
2022-2,2022-09-01,12518,Docente,Cuarta Práctica Calificada,Seguimiento,5,0,0,Enviada,1,24,Éxito,Alta
2020-1,2020-05-21,8959,Docente,Tercera Práctica Calificada,Recordatorio,1,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-08-21,7370,Estudiante,Examen Final,Preparación,3,0,0,Enviada,1,9,Éxito,Media
2021-1,2021-03-06,5246,Docente,Segunda Práctica Calificada,Preparación,5,0,0,Enviada,1,13,Éxito,Media
2023-2,2023-08-03,11895,Estudiante,Examen Parcial,Asistencia,5,0,0,Enviada,1,29,Éxito,Alta
2022-2,2022-12-07,5525,Docente,Cuarta Práctica Calificada,Preparación,1,0,0,Fallida,0,0,Fallo,Nula
2022-2,2022-10-24,7431,Estudiante,Cierre de Ciclo,Seguimiento,0,10,0,Enviada,0,0,Éxito,Nula
2021-1,2021-06-05,1361,Docente,Cierre de Ciclo,Justificación,2,15,0,Enviada,0,0,Éxito,Nula
2021-2,2021-10-12,5837,Docente,Segunda Práctica Calificada,Preparación,1,0,0,Enviada,1,21,Éxito,Alta
2022-2,2022-07-17,9087,Estudiante,Examen Sustitutorio,Recordatorio,2,0,0,Enviada,1,7,Éxito,Media
2020-1,2020-05-06,517,Estudiante,Segunda Práctica Calificada,Seguimiento,1,0,0,Enviada,1,25,Éxito,Baja
2021-1,2021-04-02,7695,Docente,Examen Final,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-08-08,7495,Docente,Tercera Práctica Calificada,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-04-14,6236,Docente,Cuarta Práctica Calificada,Preparación,5,0,0,Enviada,1,30,Éxito,Media
2020-2,2020-08-07,3965,Estudiante,Primera Práctica Calificada,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-03-24,3726,Docente,Cuarta Práctica Calificada,Asistencia,1,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-05-14,937,Estudiante,Primera Práctica Calificada,Asistencia,5,0,0,Enviada,1,19,Éxito,Alta
2021-1,2021-06-12,1191,Estudiante,Primera Práctica Calificada,Recordatorio,1,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-11-20,401,Estudiante,Examen Sustitutorio,Seguimiento,2,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-10-03,12231,Docente,Examen Parcial,Justificación,7,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-10-12,3516,Docente,Primera Práctica Calificada,Seguimiento,3,0,0,Enviada,1,13,Éxito,Alta
2022-2,2022-12-29,8779,Estudiante,Examen Parcial,Seguimiento,5,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-07-11,12629,Docente,Examen Sustitutorio,Preparación,0,0,0,Enviada,1,25,Éxito,Media
2023-1,2023-05-17,3897,Estudiante,Segunda Práctica Calificada,Asistencia,1,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-03-03,617,Docente,Inicio de Ciclo,Recordatorio,1,15,0,Fallida,0,0,Fallo,Nula
2021-1,2021-05-19,11098,Docente,Cierre de Ciclo,Preparación,1,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-05-16,12274,Estudiante,Examen Sustitutorio,Justificación,1,0,0,Enviada,1,26,Éxito,Baja
2023-2,2023-12-03,7056,Estudiante,Examen Sustitutorio,Justificación,1,0,0,Enviada,1,5,Éxito,Media
2022-1,2022-03-17,2431,Estudiante,Inicio de Ciclo,Preparación,0,0,2,Enviada,1,20,Éxito,Media
2022-1,2022-01-17,5370,Docente,Examen Final,Recordatorio,3,0,0,Enviada,1,9,Éxito,Baja
2020-1,2020-01-16,3420,Estudiante,Examen Sustitutorio,Preparación,0,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-09-06,7084,Estudiante,Tercera Práctica Calificada,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-08-06,10752,Docente,Examen Parcial,Preparación,7,0,0,Enviada,1,25,Éxito,Alta
2022-1,2022-03-26,5386,Estudiante,Inicio de Ciclo,Asistencia,0,10,0,Enviada,0,0,Éxito,Nula
2021-1,2021-03-29,12893,Docente,Primera Práctica Calificada,Asistencia,1,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-12-09,3831,Docente,Inicio de Ciclo,Recordatorio,0,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-01-28,353,Estudiante,Cierre de Ciclo,Recordatorio,1,10,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-12-08,642,Docente,Inicio de Ciclo,Recordatorio,2,10,0,Enviada,1,15,Éxito,Baja
2023-2,2023-08-28,12115,Estudiante,Examen Sustitutorio,Asistencia,2,0,0,Enviada,1,3,Éxito,Media
2020-2,2020-11-03,2175,Estudiante,Cuarta Práctica Calificada,Seguimiento,5,0,0,Enviada,1,26,Éxito,Alta
2021-1,2021-04-01,164,Estudiante,Tercera Práctica Calificada,Recordatorio,5,0,0,Enviada,1,28,Éxito,Baja
2021-1,2021-02-09,1559,Docente,Segunda Práctica Calificada,Seguimiento,1,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-11-02,4800,Estudiante,Inicio de Ciclo,Seguimiento,0,10,2,Enviada,0,0,Éxito,Nula
2022-2,2022-11-10,11375,Docente,Examen Parcial,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-07-06,2792,Estudiante,Inicio de Ciclo,Asistencia,0,0,1,Enviada,1,20,Éxito,Baja
2020-2,2020-09-15,5153,Docente,Examen Parcial,Justificación,5,0,0,Enviada,1,17,Éxito,Alta
2020-2,2020-12-30,8852,Docente,Tercera Práctica Calificada,Preparación,1,0,0,Enviada,1,21,Éxito,Baja
2020-2,2020-07-31,6731,Estudiante,Cuarta Práctica Calificada,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-03-07,3829,Estudiante,Examen Final,Asistencia,5,0,0,Enviada,1,18,Éxito,Media
2023-1,2023-06-24,5945,Estudiante,Cierre de Ciclo,Justificación,0,15,0,Enviada,1,27,Éxito,Baja
2023-2,2023-11-06,1856,Estudiante,Examen Sustitutorio,Asistencia,2,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-02-06,6023,Docente,Segunda Práctica Calificada,Recordatorio,5,0,0,Fallida,0,0,Fallo,Nula
2022-2,2022-08-25,7190,Estudiante,Examen Final,Preparación,7,0,0,Enviada,1,11,Éxito,Media
2022-2,2022-07-26,1986,Estudiante,Segunda Práctica Calificada,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-02-16,651,Docente,Inicio de Ciclo,Asistencia,0,15,0,Enviada,1,1,Éxito,Media
2020-1,2020-05-25,10934,Estudiante,Segunda Práctica Calificada,Asistencia,5,0,0,Enviada,1,3,Éxito,Baja
2021-1,2021-05-04,1938,Estudiante,Examen Parcial,Justificación,5,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-05-26,799,Estudiante,Cuarta Práctica Calificada,Preparación,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-02-19,12656,Estudiante,Examen Sustitutorio,Asistencia,2,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-04-11,6700,Estudiante,Examen Final,Seguimiento,3,0,0,Fallida,0,0,Fallo,Nula
2020-1,2020-01-08,8371,Docente,Examen Sustitutorio,Preparación,1,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-06-08,3531,Docente,Primera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,9,Éxito,Media
2021-1,2021-01-24,8463,Estudiante,Cuarta Práctica Calificada,Recordatorio,5,0,0,Enviada,1,6,Éxito,Media
2020-2,2020-12-12,781,Estudiante,Cierre de Ciclo,Preparación,0,15,0,Enviada,0,0,Éxito,Nula
2021-2,2021-12-06,8285,Estudiante,Cierre de Ciclo,Asistencia,0,15,0,Enviada,0,0,Éxito,Nula
2021-1,2021-06-01,1170,Docente,Cuarta Práctica Calificada,Preparación,5,0,0,Enviada,1,23,Éxito,Baja
2021-2,2021-12-13,2581,Estudiante,Inicio de Ciclo,Preparación,1,15,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-02-23,3023,Docente,Examen Parcial,Recordatorio,7,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-12-12,9424,Estudiante,Cierre de Ciclo,Preparación,0,15,0,Enviada,1,14,Éxito,Baja
2021-2,2021-11-19,5077,Docente,Examen Final,Asistencia,3,0,0,Enviada,1,15,Éxito,Media
2020-2,2020-11-14,5411,Estudiante,Examen Parcial,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-07-10,5110,Docente,Cuarta Práctica Calificada,Justificación,5,0,0,Enviada,1,26,Éxito,Alta
2022-1,2022-06-29,3468,Estudiante,Cierre de Ciclo,Preparación,2,15,0,Enviada,0,0,Éxito,Nula
2021-2,2021-11-19,1733,Docente,Examen Parcial,Seguimiento,3,0,0,Enviada,1,14,Éxito,Alta
2024-1,2024-03-12,2261,Docente,Tercera Práctica Calificada,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-05-25,5494,Docente,Primera Práctica Calificada,Preparación,1,0,0,Enviada,1,4,Éxito,Alta
2020-2,2020-09-04,11445,Estudiante,Examen Sustitutorio,Justificación,2,0,0,Enviada,1,5,Éxito,Media
2022-2,2022-11-20,12839,Docente,Examen Parcial,Justificación,5,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-12-09,748,Docente,Segunda Práctica Calificada,Justificación,1,0,0,Enviada,1,28,Éxito,Media
2021-2,2021-10-07,1567,Estudiante,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,22,Éxito,Baja
2023-2,2023-10-15,3400,Docente,Examen Final,Asistencia,7,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-02-19,5486,Docente,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,9,Éxito,Alta
2023-1,2023-03-21,2556,Docente,Cierre de Ciclo,Justificación,0,0,0,Enviada,1,8,Éxito,Media
2023-1,2023-05-30,10027,Docente,Segunda Práctica Calificada,Asistencia,5,0,0,Enviada,1,26,Éxito,Alta
2023-2,2023-12-29,7417,Estudiante,Examen Final,Recordatorio,3,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-12-27,3862,Estudiante,Inicio de Ciclo,Seguimiento,1,10,0,Enviada,1,22,Éxito,Media
2021-2,2021-11-20,10619,Docente,Cuarta Práctica Calificada,Asistencia,1,0,0,Enviada,1,18,Éxito,Baja
2023-2,2023-07-07,4218,Estudiante,Cuarta Práctica Calificada,Preparación,1,0,0,Enviada,1,26,Éxito,Media
2024-1,2024-05-09,2356,Estudiante,Examen Sustitutorio,Seguimiento,2,0,0,Enviada,1,14,Éxito,Alta
2023-2,2023-08-27,11807,Docente,Inicio de Ciclo,Preparación,0,15,1,Enviada,1,13,Éxito,Media
2020-2,2020-11-16,9761,Docente,Examen Parcial,Seguimiento,3,0,0,Enviada,1,8,Éxito,Alta
2021-2,2021-10-25,9069,Docente,Segunda Práctica Calificada,Recordatorio,1,0,0,Enviada,1,9,Éxito,Baja
2020-1,2020-01-19,12874,Docente,Segunda Práctica Calificada,Justificación,5,0,0,Enviada,1,25,Éxito,Baja
2022-1,2022-03-20,4098,Estudiante,Segunda Práctica Calificada,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-05-14,9629,Docente,Cierre de Ciclo,Preparación,2,15,0,Enviada,0,0,Éxito,Nula
2020-2,2020-09-29,7710,Estudiante,Examen Final,Justificación,7,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-06-07,11123,Docente,Tercera Práctica Calificada,Asistencia,1,0,0,Enviada,1,9,Éxito,Baja
2023-2,2023-09-24,3468,Estudiante,Cuarta Práctica Calificada,Recordatorio,5,0,0,Enviada,1,28,Éxito,Media
2021-1,2021-01-29,3125,Docente,Examen Parcial,Justificación,7,0,0,Enviada,1,8,Éxito,Alta
2022-1,2022-01-05,2737,Docente,Segunda Práctica Calificada,Justificación,3,0,0,Enviada,1,4,Éxito,Alta
